key	freq
بشاری	1.0176
آبشاری	1.0176
خور	431.2179
شخور	10.2221
بشخور	2.9158
آبشخور	2.9158
شش	1349.1866
بشش	1.1050
آبشش	1.1050
بشو	75.9850
آبشو	0.9976
بشون	75.6881
آبشون	1.6546
وره	2321.8892
غوره	1.1859
بغوره	0.5844
آبغوره	0.5844
شان	1338.5655
فشان	28.6211
بفشان	0.8227
آبفشان	0.8227
له	9015.8175
بله	262.6844
آبله	42.1160
ک	28728.4827
سک	289.8895
یسک	131.3293
لیسک	4.2625
بلیسک	2.3018
آبلیسک	2.3018
یمو	110.5028
لیمو	20.3019
بلیمو	2.8002
آبلیمو	2.0428
بم	984.7103
آبم	6.7169
بمو	33.0963
آبمو	0.3439
بمون	359.6767
آبمون	0.9993
وه	2948.0802
یوه	227.6462
میوه	98.3061
بمیوه	10.9813
آبمیوه	10.9813
ات	15330.3146
بات	1058.4830
نبات	35.2358
بنبات	20.4916
آبنبات	20.4916
ته	23994.1164
اته	139.9621
باته	11.2580
نباته	1.2249
بنباته	0.7297
آبنباته	0.7297
تها	489.0801
اتها	15.1668
باتها	8.5983
نباتها	0.2677
بنباتها	0.2677
آبنباتها	0.2677
اتو	585.2478
باتو	8.6975
نباتو	0.4842
بنباتو	0.4842
آبنباتو	0.4842
تی	18941.1743
اتی	1273.3073
باتی	91.6014
نباتی	7.6471
بنباتی	3.2779
آبنباتی	3.2779
تیه	351.2058
اتیه	30.5318
باتیه	2.4413
نباتیه	0.3654
بنباتیه	0.3654
آبنباتیه	0.3654
بند	745.9399
آبند	0.3027
ما	2803.6584
نما	379.1464
بنما	0.4974
آبنما	0.4974
س	22991.6952
وس	2080.2857
نوس	173.0187
بنوس	0.7550
آبنوس	0.7550
به	4375.3071
آبه	18.7279
بها	143.6852
آبها	5.1501
بهای	166.4617
آبهای	23.4545
ایی	10566.6660
هایی	1128.0657
بهایی	31.0174
آبهایی	0.5166
بوت	124.4558
آبوت	9.4926
اش	6089.1501
پاش	66.8566
بپاش	2.7524
آبپاش	0.8764
پز	110.0599
بپز	2.7399
آبپز	1.6313
کاری	2992.1703
بکاری	40.7189
آبکاری	0.3956
کش	1384.5551
بکش	285.7248
آبکش	2.4592
کی	6207.9286
بکی	40.8578
آبکی	4.3922
کیه	398.6612
بکیه	7.6603
آبکیه	0.4304
ذر	256.7845
گذر	72.0575
بگذر	4.2358
آبگذر	0.3356
رم	20338.6296
گرم	492.3367
بگرم	5.1480
آبگرم	5.1480
کن	3689.6103
مکن	584.2751
رمکن	3.1593
گرمکن	3.1593
بگرمکن	0.5721
آبگرمکن	0.5721
شت	7638.9389
وشت	844.3446
گوشت	274.3639
بگوشت	6.4535
آبگوشت	6.4535
شتی	2094.1182
وشتی	66.8226
گوشتی	17.3413
بگوشتی	0.4358
آبگوشتی	0.4358
یر	11178.9399
گیر	1788.9729
بگیر	677.1719
آبگیر	4.0561
یری	2633.6576
گیری	1427.0277
بگیری	432.6575
آبگیری	0.7783
بی	6185.5935
آبی	426.3211
یا	7448.5367
بیا	2475.9543
آبیا	0.8545
یاری	866.3237
بیاری	258.9026
آبیاری	19.0638
بیت	356.8062
آبیت	0.6569
یتو	196.7004
بیتو	0.6075
آبیتو	0.3531
یش	8111.0236
بیش	579.1263
آبیش	1.4733
یشو	441.9837
بیشو	0.2536
آبیشو	0.2536
بیم	112.1090
آبیم	1.1668
بین	3627.9379
آبین	0.3147
بیه	1256.4136
آبیه	12.3118
ل	59512.6285
گل	1212.5466
یگل	21.7822
بیگل	1.8731
آبیگل	0.3366
تا	1761.0098
نتا	92.7539
انتا	74.1005
لانتا	18.8254
الانتا	0.7744
تالانتا	0.7744
آتالانتا	0.7744
تش	3770.3544
آتش	418.1212
بار	2624.3997
شبار	1.0532
تشبار	1.0532
آتشبار	1.0532
بازی	4415.2625
شبازی	0.4060
تشبازی	0.4060
آتشبازی	0.4060
تشت	20.4690
آتشت	0.3361
شدان	2.1085
تشدان	2.1085
آتشدان	2.1085
زا	1649.6442
شزا	1.5853
تشزا	1.5853
آتشزا	1.5853
وزی	736.6758
سوزی	24.1643
شسوزی	1.3914
تشسوزی	1.3914
آتشسوزی	1.3914
تشش	7.4224
آتشش	1.1092
شفشان	18.2662
تشفشان	18.2662
آتشفشان	18.2662
شانه	243.1845
فشانه	3.3634
شفشانه	0.6893
تشفشانه	0.6893
آتشفشانه	0.6893
شانی	103.8645
فشانی	21.5335
شفشانی	14.8783
تشفشانی	14.8783
آتشفشانی	14.8783
نیه	1027.7412
انیه	574.2614
شانیه	0.9832
فشانیه	0.2859
شفشانیه	0.2859
تشفشانیه	0.2859
آتشفشانیه	0.2859
شم	5356.3570
تشم	11.3063
آتشم	1.0884
نشان	790.9052
شنشان	1.3183
تشنشان	1.3183
آتشنشان	1.3183
نشانی	45.9912
شنشانی	2.5635
تشنشانی	2.5635
آتشنشانی	2.5635
شه	10924.1469
تشه	236.9713
آتشه	2.3399
شها	67.6748
تشها	0.6100
آتشها	0.3374
تشو	306.4240
آتشو	0.4926
کده	259.1644
شکده	207.0618
تشکده	6.9700
آتشکده	6.9700
شی	6263.5659
تشی	43.7277
آتشی	11.0275
شیم	1513.1685
تشیم	0.4074
آتشیم	0.4074
شین	2316.6506
تشین	18.2015
آتشین	18.2015
شینی	202.9693
تشینی	1.5076
آتشینی	1.5076
تل	1161.4535
آتل	10.6740
تلانتا	18.0510
آتلانتا	18.0510
یس	4834.7956
تیس	39.1599
نتیس	6.5958
انتیس	5.6729
لانتیس	4.9591
تلانتیس	3.9892
آتلانتیس	3.9892
یک	14225.9979
تیک	415.9664
نتیک	78.5837
انتیک	57.4677
لانتیک	15.0949
تلانتیک	15.0949
آتلانتیک	15.0949
لیه	1747.2540
تلیه	3.8994
آتلیه	1.0512
فر	3984.7258
سفر	522.5293
مسفر	28.3277
تمسفر	23.0235
آتمسفر	10.7472
آتن	21.8199
نا	3362.5275
تنا	14.5978
آتنا	7.5808
آتنی	1.4374
آتو	21.5793
سا	1074.8267
وسا	29.0288
توسا	1.8430
آتوسا	1.8430
آتون	0.8728
آتی	22.6006
تیش	322.2352
آتیش	167.5385
شا	382.8757
یشا	28.0883
تیشا	0.4173
آتیشا	0.4173
یشت	35.9014
تیشت	1.6981
آتیشت	1.6981
یشش	38.8929
تیشش	5.9592
آتیشش	5.9592
ششون	56.8717
یششون	15.3988
تیششون	0.7150
آتیششون	0.7150
یشم	724.0531
تیشم	1.0068
آتیشم	1.0068
یشه	4977.7551
تیشه	7.2363
آتیشه	4.0195
تیشو	3.9221
آتیشو	1.8332
یشی	713.1268
تیشی	8.6449
آتیشی	8.6449
یشیم	245.9074
تیشیم	0.7171
آتیشیم	0.7171
شیه	138.3776
یشیه	5.3577
تیشیه	1.2027
آتیشیه	1.2027
لا	10438.4560
یلا	182.1513
تیلا	5.1348
آتیلا	3.5212
آتیه	1.1009
ثار	441.1956
آثار	427.4722
رش	5407.7629
ارش	2119.8827
ثارش	15.7786
آثارش	15.2401
رشان	53.6379
ارشان	12.1638
ثارشان	2.5773
آثارشان	2.5773
رشون	656.5246
ارشون	149.5004
ثارشون	0.2958
آثارشون	0.2958
ثاری	20.6764
آثاری	20.6764
جر	724.5647
آجر	24.7758
جرش	13.7991
آجرش	0.2622
جره	251.5868
آجره	0.8115
جرها	18.4321
آجرها	1.8154
جرهای	6.2959
آجرهای	3.2230
جری	134.8536
آجری	9.5596
ریه	1525.5637
جریه	21.1956
آجریه	0.2675
ودان	33.0287
جودان	1.8995
آجودان	1.8995
آجی	1.9333
یل	5681.9844
جیل	62.5200
آجیل	7.0936
لی	14769.0902
یلی	2856.9105
جیلی	6.9481
آجیلی	0.4420
خ	3810.5272
آخ	76.9545
ال	19083.1150
خال	37.5892
آخال	0.6872
خر	959.3644
آخر	579.5620
را	3019.7802
خرا	0.3498
آخرا	0.3498
راش	688.4935
خراش	34.3976
آخراش	1.0179
اشه	475.1345
راشه	42.9806
خراشه	18.1194
آخراشه	1.1911
مان	8012.1730
زمان	2788.2563
لزمان	18.3891
الزمان	18.3891
رالزمان	12.7032
خرالزمان	12.7032
آخرالزمان	12.7032
مانه	333.7233
زمانه	38.2885
لزمانه	1.1516
الزمانه	1.1516
رالزمانه	1.1516
خرالزمانه	1.1516
آخرالزمانه	1.1516
مانی	1873.7518
زمانی	759.1659
لزمانی	1.0514
الزمانی	1.0514
رالزمانی	1.0514
خرالزمانی	1.0514
آخرالزمانی	1.0514
رای	2073.0111
خرای	4.2402
آخرای	3.8189
رت	10185.2621
خرت	28.5244
آخرت	12.3575
رته	248.5209
خرته	1.8662
آخرته	1.8662
رتو	327.4488
خرتو	1.8715
آخرتو	0.3319
رتون	694.6743
خرتون	1.9767
آخرتون	1.1586
تونه	1759.9618
رتونه	27.6755
خرتونه	0.3376
آخرتونه	0.3376
خرش	153.9598
آخرش	146.9412
رشم	57.8894
خرشم	7.4397
آخرشم	7.4397
رشه	147.8025
خرشه	12.2284
آخرشه	12.2284
رشو	420.3162
خرشو	9.5669
آخرشو	9.5669
خرشون	3.4804
آخرشون	1.6704
رشی	163.9094
خرشی	0.7619
آخرشی	0.7619
خرم	157.1713
آخرم	6.7392
مه	10698.2947
رمه	461.5613
خرمه	7.4522
آخرمه	7.4522
رمو	201.1554
خرمو	0.4323
آخرمو	0.4323
رمون	688.3970
خرمون	1.7099
آخرمون	0.9544
مونه	1081.8779
رمونه	23.7128
خرمونه	0.6529
آخرمونه	0.6529
خره	903.0325
آخره	14.0766
خرهای	3.0348
آخرهای	0.3428
خری	146.5192
آخری	30.8701
ریا	649.0597
خریا	0.8013
آخریا	0.8013
ریت	1055.7416
خریت	5.8809
آخریت	0.8089
یتون	340.4321
ریتون	117.2829
خریتون	5.1928
آخریتون	5.1928
ریش	385.6223
خریش	13.5185
آخریش	11.2608
ریشم	41.9839
خریشم	7.6422
آخریشم	7.6422
ریشه	109.5265
خریشه	6.1834
آخریشه	6.1834
ریشو	75.6538
خریشو	0.3302
آخریشو	0.3302
یشون	677.4483
ریشون	32.0177
خریشون	1.4740
آخریشون	0.7899
شونه	348.9616
یشونه	6.4587
ریشونه	0.5421
خریشونه	0.5421
آخریشونه	0.5421
ریم	7304.0377
خریم	43.0190
آخریم	0.7991
رین	5597.3958
خرین	924.3243
آخرین	913.4760
نش	3289.1333
ینش	441.5775
رینش	98.9359
خرینش	1.1054
آخرینش	0.8228
نشون	1822.6178
ینشون	72.3843
رینشون	30.7748
خرینشون	0.6221
آخرینشون	0.6221
رینه	61.1516
خرینه	0.3354
آخرینه	0.3354
خریه	18.5453
آخریه	4.2822
خن	188.4320
آخن	4.2412
اتون	443.9569
ناتون	7.5581
خناتون	0.7151
آخناتون	0.7151
آخور	2.4921
وند	1346.7663
خوند	47.5261
آخوند	34.8743
دها	753.4304
ندها	109.9061
وندها	25.0236
خوندها	20.2377
آخوندها	20.2377
دک	247.7980
ندک	39.8551
وندک	2.4132
خوندک	2.4132
آخوندک	2.4132
خی	1276.7542
آخی	6.8765
خیش	3.8009
آخیش	2.0868
ب	27757.3073
اب	7778.7051
داب	60.1509
آداب	26.1963
دام	1259.5289
آدام	80.0044
دامز	44.4217
آدامز	22.1365
مس	320.3834
امس	45.3849
دامس	39.6377
آدامس	20.3961
ست	46760.5488
مست	176.4692
امست	0.4396
دامست	0.4396
آدامست	0.4396
سم	4858.5281
مسم	2.9651
امسم	0.3480
دامسم	0.3480
آدامسم	0.3480
مسه	14.8315
امسه	3.6094
دامسه	1.4069
آدامسه	1.4069
سون	1105.3293
مسون	26.2180
امسون	20.8552
دامسون	2.0537
آدامسون	2.0537
سی	7942.3695
مسی	64.3174
امسی	0.4208
دامسی	0.4208
آدامسی	0.4208
تور	1345.9218
پتور	1.3068
اپتور	0.8007
داپتور	0.8007
آداپتور	0.8007
در	5825.6793
آدر	1.6605
رس	2144.5648
درس	447.2948
آدرس	110.3517
رست	2773.1003
درست	2328.7658
آدرست	2.9802
ستو	70.8345
رستو	14.3799
درستو	7.5258
آدرستو	1.3003
ستون	575.2170
رستون	38.3976
درستون	3.7649
آدرستون	1.1829
سش	446.4719
رسش	91.4789
درسش	18.2345
آدرسش	11.6729
سشه	4.2145
رسشه	0.6699
درسشه	0.6699
آدرسشه	0.6699
سشو	23.1072
رسشو	5.0104
درسشو	5.0104
آدرسشو	2.2540
سشون	103.0531
رسشون	4.4077
درسشون	2.1739
آدرسشون	1.1840
رسم	717.8573
درسم	6.8194
آدرسم	1.7178
سمو	31.7393
رسمو	2.3356
درسمو	2.3356
آدرسمو	0.7635
رسه	1463.3036
درسه	666.9816
آدرسه	1.3850
سها	107.9498
رسها	9.1016
درسها	3.0295
آدرسها	0.6467
سهای	86.3260
رسهای	9.0308
درسهای	4.4816
آدرسهای	0.9810
سو	297.2413
رسو	62.0155
درسو	3.6568
آدرسو	2.1071
رسی	1905.9415
درسی	67.0287
آدرسی	8.9396
نال	291.9128
رنال	10.9093
درنال	0.6598
آدرنال	0.6598
لین	1893.7974
الین	81.4472
نالین	23.4328
رنالین	23.4328
درنالین	23.4328
آدرنالین	11.8331
لینه	1.4007
الینه	0.9094
نالینه	0.6382
رنالینه	0.6382
درنالینه	0.6382
آدرنالینه	0.6382
دری	282.5205
آدری	14.4014
اتیک	109.1896
یاتیک	3.5877
ریاتیک	2.1916
دریاتیک	2.1916
آدریاتیک	2.1916
ریان	568.1297
دریان	23.1277
آدریان	11.5971
انا	391.7793
یانا	86.4743
ریانا	15.4445
دریانا	5.6698
آدریانا	3.4015
درین	30.1349
آدرین	11.8512
ینا	1301.5793
رینا	57.6131
درینا	0.3317
آدرینا	0.3317
دل	1094.8460
آدل	11.0943
ید	25220.6561
اید	5722.5919
لاید	21.6017
دلاید	7.7839
آدلاید	3.8724
لر	489.2541
دلر	58.1356
آدلر	5.0539
ف	13376.5270
لف	1074.6263
دلف	3.8988
آدلف	0.5671
آدم	1532.5135
دما	241.7701
آدما	203.3241
مات	1039.2299
دمات	347.6549
آدمات	5.4966
ماتو	29.7029
دماتو	0.2593
آدماتو	0.2593
ماتون	12.2657
دماتون	0.8721
آدماتون	0.8721
ارو	2115.9120
مارو	272.8791
دمارو	4.4566
آدمارو	4.4566
اس	5189.2280
ماس	1148.5186
دماس	0.4855
آدماس	0.4855
است	21037.7966
ماست	377.2648
دماست	4.1654
آدماست	4.1654
ماش	81.6987
دماش	5.4184
آدماش	4.5453
اشو	319.3740
ماشو	7.0758
دماشو	0.9046
آدماشو	0.9046
مام	2762.2014
دمام	1.9586
آدمام	1.9586
امون	448.6756
مامون	9.2438
دمامون	1.5800
آدمامون	1.5800
دمان	147.2084
آدمان	0.5900
مای	685.3947
دمای	276.3532
آدمای	212.3378
مایی	472.6459
دمایی	104.6810
آدمایی	99.1562
یین	1380.1491
ایین	1061.9635
مایین	45.6341
دمایین	0.4321
آدمایین	0.4321
اییه	207.8750
ماییه	15.2254
دماییه	2.4270
آدماییه	2.4270
مت	5790.3163
دمت	599.7766
آدمت	2.6687
متو	49.8028
دمتو	3.0098
آدمتو	1.3930
متون	960.7941
دمتون	660.1152
آدمتون	0.6360
وار	1341.9692
خوار	58.7515
مخوار	4.1441
دمخوار	3.5237
آدمخوار	3.5237
واره	532.8094
خواره	5.4849
مخواره	0.3701
دمخواره	0.3701
آدمخواره	0.3701
وارها	46.0745
خوارها	1.0996
مخوارها	1.0996
دمخوارها	1.0996
آدمخوارها	1.0996
واری	320.1252
خواری	18.9790
مخواری	0.5036
دمخواری	0.5036
آدمخواری	0.5036
مخور	1.2267
دمخور	1.2267
آدمخور	0.9118
ورا	396.3279
خورا	0.9535
مخورا	0.2691
دمخورا	0.2691
آدمخورا	0.2691
ورها	211.5870
خورها	4.6977
مخورها	0.6386
دمخورها	0.6386
آدمخورها	0.6386
ئی	352.7999
ائی	168.8513
بائی	8.9133
ربائی	3.9974
مربائی	3.9974
دمربائی	3.9974
آدمربائی	3.9974
ایان	1033.5071
بایان	0.4828
ربایان	0.4828
مربایان	0.4828
دمربایان	0.4828
آدمربایان	0.4828
بایی	303.0273
ربایی	13.4954
مربایی	3.8465
دمربایی	2.5046
آدمربایی	2.5046
باییه	12.6454
رباییه	1.6695
مرباییه	1.6695
دمرباییه	1.6695
آدمرباییه	1.6695
مش	4115.3154
دمش	367.0018
آدمش	5.7194
مشون	459.1868
دمشون	52.5723
آدمشون	0.3866
مم	1003.6891
دمم	91.2337
آدمم	5.2463
ممون	87.1960
دممون	4.9957
آدممون	0.7529
من	2281.1501
دمن	36.3278
آدمن	2.5829
دمند	22.2034
آدمند	0.5513
دمه	1052.0296
آدمه	25.8138
مها	202.7633
دمها	66.9024
آدمها	66.9024
هائی	13.0567
مهائی	0.6518
دمهائی	0.6518
آدمهائی	0.6518
هات	374.8113
مهات	11.3360
دمهات	1.7019
آدمهات	0.9831
هارو	33.3489
مهارو	1.5497
دمهارو	0.4222
آدمهارو	0.4222
هاست	260.4330
مهاست	2.5528
دمهاست	2.1066
آدمهاست	2.1066
هاش	515.2455
مهاش	10.4910
دمهاش	0.7231
آدمهاش	0.7231
مهام	10.0234
دمهام	0.4087
آدمهام	0.4087
هامون	219.9622
مهامون	1.7891
دمهامون	0.3968
آدمهامون	0.3968
مهای	216.1973
دمهای	78.7859
آدمهای	76.6038
مهایی	37.6771
دمهایی	30.2728
آدمهایی	29.9293
دمو	473.4509
آدمو	30.7845
مک	2171.8643
دمک	8.2162
آدمک	2.6115
مکش	126.8087
دمکش	21.3909
آدمکش	21.3909
کشا	6.1820
مکشا	0.2512
دمکشا	0.2512
آدمکشا	0.2512
کشان	39.7869
مکشان	0.8300
دمکشان	0.3829
آدمکشان	0.3829
شای	87.7343
کشای	0.2565
مکشای	0.2565
دمکشای	0.2565
آدمکشای	0.2565
کشه	692.6429
مکشه	1.2823
دمکشه	1.2823
آدمکشه	1.2823
کشها	4.2209
مکشها	1.1077
دمکشها	1.1077
آدمکشها	1.1077
شهای	122.4950
کشهای	3.1507
مکشهای	1.5540
دمکشهای	0.7694
آدمکشهای	0.7694
کشی	614.3386
مکشی	9.9468
دمکشی	8.4890
آدمکشی	8.4890
کشیه	9.7946
مکشیه	0.4025
دمکشیه	0.4025
آدمکشیه	0.4025
می	8439.5542
دمی	369.9169
آدمی	164.9794
میان	971.6634
دمیان	3.9550
آدمیان	3.9550
میت	687.0776
دمیت	1.5406
آدمیت	1.5406
زاد	860.2738
یزاد	16.0451
میزاد	12.2720
دمیزاد	11.6237
آدمیزاد	11.6237
زاده	949.1408
یزاده	0.9448
میزاده	0.9448
دمیزاده	0.9448
آدمیزاده	0.9448
زادی	446.6183
یزادی	0.8735
میزادی	0.8735
دمیزادی	0.8735
آدمیزادی	0.8735
میم	815.7632
دمیم	3.7952
آدمیم	3.4852
میه	360.5926
دمیه	17.7222
آدمیه	15.6312
زین	353.7238
وزین	37.8029
نوزین	11.0212
دنوزین	11.0212
آدنوزین	11.0212
وید	534.3411
نوید	44.7951
دنوید	0.5491
آدنوید	0.5491
ولف	71.1839
دولف	25.3463
آدولف	10.6930
فو	125.7551
لفو	3.1607
ولفو	2.7115
دولفو	2.7115
آدولفو	1.0630
نیس	187.9771
ونیس	1.4677
دونیس	1.4677
آدونیس	1.4677
داس	19.4294
یداس	4.5622
دیداس	1.7639
آدیداس	1.7639
دیس	64.3812
آدیس	4.7480
یسون	291.4466
دیسون	34.8468
آدیسون	10.8221
آذر	45.4070
جان	1318.2676
یجان	340.8382
ایجان	151.3572
بایجان	151.3572
ربایجان	151.3572
ذربایجان	151.3572
آذربایجان	151.3572
خش	2264.3370
رخش	59.2938
ذرخش	12.6880
آذرخش	12.6880
خشه	67.5811
رخشه	9.2255
ذرخشه	0.4118
آذرخشه	0.4118
خشی	374.6276
رخشی	11.5827
ذرخشی	0.2657
آذرخشی	0.2657
ذری	26.1235
آذری	5.9229
غه	342.5584
وغه	122.8924
ذوغه	0.7278
آذوغه	0.7278
قه	4031.7244
وقه	60.3608
ذوقه	12.8520
آذوقه	12.8520
ذین	4.5578
آذین	4.5578
آرا	30.9907
ء	488.4873
اء	296.4916
راء	28.2387
آراء	13.5795
راد	922.4989
آراد	1.3483
استن	129.2988
راستن	1.4863
آراستن	0.9222
سته	5090.7592
استه	425.8626
راسته	51.0282
آراسته	6.8676
گی	8014.1372
تگی	454.2314
ستگی	314.7775
استگی	0.5073
راستگی	0.5073
آراستگی	0.5073
رال	319.9578
آرال	2.0305
رام	821.3954
آرام	153.2020
بخش	1776.1153
مبخش	7.4139
امبخش	7.4139
رامبخش	6.7243
آرامبخش	6.7243
بخشه	56.9392
مبخشه	0.3314
امبخشه	0.3314
رامبخشه	0.3314
آرامبخشه	0.3314
امت	738.1757
رامت	22.0945
آرامت	0.3407
تر	13892.2026
متر	1313.7893
امتر	10.2236
رامتر	9.5615
آرامتر	0.8749
تان	7481.3794
ستان	6961.8188
مستان	74.5686
امستان	1.3636
