key	freq
آبزیا	3.5586
آبزیان	3.5586
آبس	6.0089
آبست	3.3540
آبستن	3.3540
آبسر	0.7153
آبسرد	0.7153
آبسن	0.4163
آبسنگ	0.4163
آبسه	1.5234
آبش	69.8085
آبشا	55.2941
آبشار	55.2941
آبشاره	13.7478
آبشارها	13.3563
آبشارهای	11.9298
آبشاری	1.0176
آبشخ	2.9158
آبشخو	2.9158
آبشخور	2.9158
آبشش	1.1050
آبشو	2.6522
آبشون	1.6546
آبغ	0.5844
آبغو	0.5844
آبغور	0.5844
آبغوره	0.5844
آبف	0.8227
آبفش	0.8227
آبفشا	0.8227
آبفشان	0.8227
آبل	46.4605
آبله	42.1160
آبلی	4.3445
آبلیس	2.3018
آبلیسک	2.3018
آبلیم	2.0428
آبلیمو	2.0428
آبم	19.0415
آبمو	1.3432
آبمون	0.9993
آبمی	10.9813
آبمیو	10.9813
آبمیوه	10.9813
آبن	27.1716
آبنب	25.6165
آبنبا	25.6165
آبنبات	25.6165
آبنباته	0.9974
آبنباتها	0.2677
آبنباتو	0.4842
آبنباتی	3.6433
آبنباتیه	0.3654
آبند	0.3027
آبنم	0.4974
آبنما	0.4974
آبنو	0.7550
آبنوس	0.7550
آبه	46.4611
آبها	29.1212
آبهای	23.9711
آبهایی	0.5166
آبو	9.4926
آبوت	9.4926
آبپ	2.5077
آبپا	0.8764
آبپاش	0.8764
آبپز	1.6313
آبک	7.6774
آبکا	0.3956
آبکار	0.3956
آبکاری	0.3956
آبکش	2.4592
آبکی	4.8226
آبکیه	0.4304
آبگ	17.7795
آبگذ	0.3356
آبگذر	0.3356
آبگر	5.7201
آبگرم	5.7201
آبگرمک	0.5721
آبگرمکن	0.5721
آبگو	6.8894
آبگوش	6.8894
آبگوشت	6.8894
آبگوشتی	0.4358
آبگی	4.8344
آبگیر	4.8344
آبگیری	0.7783
آبی	463.1062
آبیا	19.9183
آبیار	19.0638
آبیاری	19.0638
آبیت	1.0100
آبیتو	0.3531
آبیش	1.7269
آبیشو	0.2536
آبیم	1.1668
آبین	0.3147
آبیه	12.3118
آبیگ	0.3366
آبیگل	0.3366
آت	842.9748
آتا	0.7744
آتال	0.7744
آتالا	0.7744
آتالان	0.7744
آتالانت	0.7744
آتالانتا	0.7744
آتش	506.4847
آتشب	1.4592
آتشبا	1.4592
آتشبار	1.0532
آتشباز	0.4060
آتشبازی	0.4060
آتشت	0.3361
آتشد	2.1085
آتشدا	2.1085
آتشدان	2.1085
آتشز	1.5853
آتشزا	1.5853
آتشس	1.3914
آتشسو	1.3914
آتشسوز	1.3914
آتشسوزی	1.3914
آتشش	1.1092
آتشف	34.1198
آتشفش	34.1198
آتشفشا	34.1198
آتشفشان	34.1198
آتشفشانه	0.6893
آتشفشانی	15.1643
آتشفشانیه	0.2859
آتشم	1.0884
آتشن	3.8818
آتشنش	3.8818
آتشنشا	3.8818
آتشنشان	3.8818
آتشنشانی	2.5635
آتشه	2.6772
آتشها	0.3374
آتشو	0.4926
آتشک	6.9700
آتشکد	6.9700
آتشکده	6.9700
آتشی	31.1440
آتشیم	0.4074
آتشین	19.7091
آتشینی	1.5076
آتل	48.8602
آتلا	37.1351
آتلان	37.1351
آتلانت	37.1351
آتلانتا	18.0510
آتلانتی	19.0841
آتلانتیس	3.9892
آتلانتیک	15.0949
آتلی	1.0512
آتلیه	1.0512
آتم	10.7472
آتمس	10.7472
آتمسف	10.7472
آتمسفر	10.7472
آتن	30.8381
آتنا	7.5808
آتنی	1.4374
آتو	24.2950
آتوس	1.8430
آتوسا	1.8430
آتون	0.8728
آتی	220.9751
آتیش	193.7524
آتیشا	0.4173
آتیشت	1.6981
آتیشش	6.6742
آتیششو	0.7150
آتیششون	0.7150
آتیشم	1.0068
آتیشه	4.0195
آتیشو	1.8332
آتیشی	10.5647
آتیشیم	0.7171
آتیشیه	1.2027
آتیل	3.5212
آتیلا	3.5212
آتیه	1.1009
آث	466.2619
آثا	466.2619
آثار	466.2619
آثارش	18.1133
آثارشا	2.5773
آثارشان	2.5773
آثارشو	0.2958
آثارشون	0.2958
آثاری	20.6764
آج	52.0834
آجر	40.7150
آجرش	0.2622
آجره	5.8499
آجرها	5.0384
آجرهای	3.2230
آجری	9.8271
آجریه	0.2675
آجو	1.8995
آجود	1.8995
آجودا	1.8995
آجودان	1.8995
آجی	9.4689
آجیل	7.5356
آجیلی	0.4420
آخ	1961.2923
آخا	0.6872
آخال	0.6872
آخر	1809.7138
آخرا	21.2839
آخراش	2.2090
آخراشه	1.1911
آخرال	14.9062
آخرالز	14.9062
آخرالزم	14.9062
آخرالزما	14.9062
آخرالزمان	14.9062
آخرالزمانه	1.1516
آخرالزمانی	1.0514
آخرای	3.8189
آخرت	16.0518
آخرته	1.8662
آخرتو	1.8281
آخرتون	1.4962
آخرتونه	0.3376
آخرش	178.6084
آخرشم	7.4397
آخرشه	12.2284
آخرشو	11.2373
آخرشون	1.6704
آخرشی	0.7619
آخرم	16.2311
آخرمه	7.4522
آخرمو	2.0397
آخرمون	1.6073
آخرمونه	0.6529
آخره	14.4194
آخرها	0.3428
آخرهای	0.3428
آخری	984.7591
آخریا	0.8013
آخریت	6.0017
آخریتو	5.1928
آخریتون	5.1928
آخریش	26.7485
آخریشم	7.6422
آخریشه	6.1834
آخریشو	1.6621
آخریشون	1.3320
آخریشونه	0.5421
آخریم	0.7991
آخرین	915.2562
آخرینش	1.4448
آخرینشو	0.6221
آخرینشون	0.6221
آخرینه	0.3354
آخریه	4.2822
آخن	4.9563
آخنا	0.7151
آخنات	0.7151
آخناتو	0.7151
آخناتون	0.7151
آخو	60.0173
آخور	2.4921
آخون	57.5251
آخوند	57.5251
آخونده	20.2377
آخوندها	20.2377
آخوندک	2.4132
آخی	8.9633
آخیش	2.0868
آد	3010.4335
آدا	154.2029
آداب	26.1963
آدام	127.2059
آدامز	22.1365
آدامس	25.0650
آدامست	0.4396
آدامسم	0.3480
آدامسه	1.4069
آدامسو	2.0537
آدامسون	2.0537
آدامسی	0.4208
آداپ	0.8007
آداپت	0.8007
آداپتو	0.8007
آداپتور	0.8007
آدر	206.3990
آدرس	148.1367
آدرست	5.4635
آدرستو	2.4832
آدرستون	1.1829
آدرسش	15.7809
آدرسشه	0.6699
آدرسشو	3.4380
آدرسشون	1.1840
آدرسم	2.4812
آدرسمو	0.7635
آدرسه	3.0127
آدرسها	1.6277
آدرسهای	0.9810
آدرسو	2.1071
آدرسی	8.9396
آدرن	12.8273
آدرنا	12.8273
آدرنال	12.8273
آدرنالی	12.1675
آدرنالین	12.1675
آدرنالینه	0.6382
آدری	43.7745
آدریا	17.1902
آدریات	2.1916
آدریاتی	2.1916
آدریاتیک	2.1916
آدریان	14.9986
آدریانا	3.4015
آدرین	12.1829
آدرینا	0.3317
آدل	20.5876
آدلا	3.8724
آدلای	3.8724
آدلاید	3.8724
آدلر	5.0539
آدلف	0.5671
آدم	2587.1160
آدما	542.9911
آدمات	6.6280
آدماتو	1.1315
آدماتون	0.8721
آدمار	4.4566
آدمارو	4.4566
آدماس	4.6509
آدماست	4.1654
آدماش	5.4499
آدماشو	0.9046
آدمام	3.5385
آدمامو	1.5800
آدمامون	1.5800
آدمان	0.5900
آدمای	314.3530
آدمایی	102.0152
آدمایین	0.4321
آدماییه	2.4270
آدمت	4.6976
آدمتو	2.0290
آدمتون	0.6360
آدمخ	7.3165
آدمخو	7.3165
آدمخوا	5.4970
آدمخوار	5.4970
آدمخواره	1.4697
آدمخوارها	1.0996
آدمخواری	0.5036
آدمخور	1.8195
آدمخورا	0.2691
آدمخوره	0.6386
آدمخورها	0.6386
آدمر	8.6543
آدمرب	8.6543
آدمربا	8.6543
آدمربائ	3.9974
آدمربائی	3.9974
آدمربای	4.6569
آدمربایا	0.4828
آدمربایان	0.4828
آدمربایی	4.1741
آدمرباییه	1.6695
آدمش	6.1060
آدمشو	0.3866
آدمشون	0.3866
آدمم	5.9992
آدممو	0.7529
آدممون	0.7529
آدمن	3.1343
آدمند	0.5513
آدمه	204.9418
آدمها	179.1279
آدمهائ	0.6518
آدمهائی	0.6518
آدمهات	0.9831
آدمهار	0.4222
آدمهارو	0.4222
آدمهاس	2.1066
آدمهاست	2.1066
آدمهاش	0.7231
آدمهام	0.8055
آدمهامو	0.3968
آدمهامون	0.3968
آدمهای	106.5332
آدمهایی	29.9293
آدمو	30.7845
آدمک	36.9438
آدمکش	34.3323
آدمکشا	0.8906
آدمکشان	0.3829
آدمکشای	0.2565
آدمکشه	3.1593
آدمکشها	1.8771
آدمکشهای	0.7694
آدمکشی	8.8915
آدمکشیه	0.4025
آدمی	203.0334
آدمیا	3.9550
آدمیان	3.9550
آدمیت	1.5406
آدمیز	13.4419
آدمیزا	13.4419
آدمیزاد	13.4419
آدمیزاده	0.9448
آدمیزادی	0.8735
آدمیم	3.4852
آدمیه	15.6312
آدن	11.5703
آدنو	11.5703
آدنوز	11.0212
آدنوزی	11.0212
آدنوزین	11.0212
آدنوی	0.5491
آدنوید	0.5491
آدو	13.2238
آدول	11.7560
آدولف	11.7560
آدولفو	1.0630
آدون	1.4677
آدونی	1.4677
آدونیس	1.4677
آدی	17.3340
آدید	1.7639
آدیدا	1.7639
آدیداس	1.7639
آدیس	15.5700
آدیسو	10.8221
آدیسون	10.8221
آذ	234.1902
آذر	216.0527
آذرب	151.3572
آذربا	151.3572
آذربای	151.3572
آذربایج	151.3572
آذربایجا	151.3572
آذربایجان	151.3572
آذرخ	13.3655
آذرخش	13.3655
آذرخشه	0.4118
آذرخشی	0.2657
آذری	5.9229
آذو	13.5798
آذوغ	0.7278
آذوغه	0.7278
آذوق	12.8520
آذوقه	12.8520
آذی	4.5578
آذین	4.5578
آر	2435.6722
آرا	599.7881
آراء	13.5795
آراد	1.3483
آراس	8.2971
آراست	8.2971
آراستن	0.9222
آراسته	6.8676
آراستگ	0.5073
آراستگی	0.5073
آرال	2.0305
آرام	438.1573
آرامب	7.0557
آرامبخ	7.0557
آرامبخش	7.0557
آرامبخشه	0.3314
آرامت	1.2155
آرامتر	0.8749
آرامس	1.3636
آرامست	1.3636
آرامستا	1.3636
آرامستان	1.3636
آرامش	195.7152
آرامشت	3.2869
آرامشتو	1.5507
آرامشتون	0.5591
آرامشش	0.6617
آرامشم	1.9397
آرامشمو	0.3498
آرامشه	3.3684
آرامشو	0.3335
آرامشی	7.2307
آرامن	0.3273
آرامند	0.3273
آرامه	11.2614
آرامگ	38.4414
آرامگا	38.4414
آرامگاه	38.4414
آرامگاهش	0.9679
آرامگاهی	0.4662
آرامی	31.5591
آرامیس	2.3700
آران	12.0568
آراگ	13.3689
آراگو	13.3689
آراگور	6.9883
آراگورن	6.9883
آراگون	6.3806
آرای	79.9589
آرایش	79.9589
آرایشت	2.8108
آرایشتو	1.1402
آرایشش	1.0301
آرایششو	0.4153
آرایششون	0.4153
آرایشم	1.6066
آرایشمه	0.3550
آرایشه	0.8856
آرایشگ	18.3925
آرایشگا	8.6032
آرایشگاه	8.6032
آرایشگاهت	0.2731
آرایشگر	9.7893
آرایشگرم	0.3977
آرایشگره	0.2520
آرایشگری	1.5951
آرایشی	8.1065
آرت	120.0059
آرتا	1.7042
آرتر	2.2656
آرترو	2.2656
آرتروز	2.2656
آرتم	4.2931
آرتمی	4.2931
آرتمیس	4.2931
آرتو	94.4273
آرتور	91.2783
آرتورو	1.9942
آرتی	2.5209
آرتیس	1.1750
آرتیست	1.1750
آرد	40.9593
آردن	19.6224
آردی	0.7210
آرز	334.3246
آرزو	334.3246
آرزوئ	0.4989
آرزوئی	0.4989
آرزوت	8.4032
آرزوته	0.3305
آرزوتو	0.9153
آرزوتون	0.4074
آرزوس	2.5956
آرزوست	2.5956
آرزوش	15.1790
آرزوشه	0.7593
آرزوشو	4.3902
آرزوشون	0.6772
آرزوشونه	0.2700
آرزوم	18.1794
آرزومن	2.7864
آرزومند	2.7864
آرزومندا	0.2523
آرزومندان	0.2523
آرزومندانه	0.2523
آرزومندم	1.2354
آرزومندی	0.4131
آرزومندیم	0.4131
آرزومه	4.3031
آرزومو	1.8272
آرزومون	1.8272
آرزومونه	1.4055
آرزوه	46.1612
آرزوها	46.1612
آرزوهات	6.2352
آرزوهاتو	1.8202
آرزوهاتون	0.8492
آرزوهاس	0.3525
آرزوهاست	0.3525
آرزوهاش	3.1832
آرزوهاشو	1.3543
آرزوهاشون	0.8659
آرزوهام	5.4146
آرزوهامو	1.8977
آرزوهامون	1.4894
آرزوهای	21.5046
آرزوهایش	0.2658
آرزوهایی	2.3591
آرزوی	98.9478
آرزویت	0.2801
آرزویش	1.8408
آرزویم	1.0665
آرزویی	9.5706
آرس	15.5275
آرسن	15.0705
آرسنا	8.5088
آرسنال	8.5088
آرسنی	4.4961
آرسنیک	4.4961
آرسنیکه	0.2784
آرسی	0.4570
آرش	35.6285
آرشا	0.9828
آرشاک	0.9828
آرشه	1.1818
آرشی	16.0490
آرشیت	1.2959
آرشیتک	1.2959
آرشیتکت	1.2959
آرشیو	14.7531
آرشیوم	0.2644
آرشیومو	0.2644
آرشیومون	0.2644
آرشیوه	0.6418
آرشیوها	0.6418
آرشیوهای	0.6418
آرشیوی	0.3202
آرل	35.5944
آرلن	2.4832
آرلی	2.6410
آرلین	2.6410
آرلینگ	2.6410
آرلینگت	2.6410
آرلینگتو	2.6410
آرلینگتون	2.6410
آرم	80.6530
آرما	37.6283
آرمات	0.6516
آرماتو	0.6516
آرماتور	0.6516
آرمان	36.0746
آرماند	2.5747
آرماندو	1.5501
آرمانه	1.3618
آرمانها	1.3618
آرمانگ	0.9785
آرمانگر	0.9785
آرمانگرا	0.9785
آرمانگراس	0.2824
آرمانگراست	0.2824
آرمانگرای	0.2790
آرمانگرایی	0.2790
آرمانی	7.0630
آرمانیه	0.3219
آرماگ	0.9021
آرماگد	0.9021
آرماگدو	0.9021
آرماگدون	0.9021
آرمس	14.5762
آرمست	14.5762
آرمستر	14.5762
آرمسترا	14.5762
آرمستران	14.5762
آرمسترانگ	14.5762
آرمسترانگه	0.4916
آرمن	1.9020
آرمو	1.0050
آرمور	0.6560
آرمون	0.3490
آرموند	0.3490
آرمی	7.1873
آرمیت	1.3367
آرمیتا	1.3367
آرمیتاژ	1.3367
آرمید	2.2813
آرمیده	2.2813
آرمین	2.0959
آرمیچ	0.8976
آرمیچر	0.8976
آرن	59.6189
آرنا	9.0537
آرنت	3.8949
آرنج	11.7990
آرنجت	1.9550
آرنجش	0.9521
آرنجم	0.6241
آرنو	13.8688
آرنود	0.4941
آرنور	0.9931
آرنول	10.7617
آرنولد	10.7617
آرنی	14.6228
آرو	895.0549
آروا	4.3803
آروار	4.3803
آرواره	4.3803
آروب	2.5146
آروبا	2.5146
آرور	6.1488
آرورا	6.1488
آروش	1.1738
آروشا	1.1738
آروغ	4.7348
آروم	867.9547
آرومت	30.5601
آرومتر	26.1444
آرومتره	0.4034
آرومتو	0.5453
آرومتون	0.5453
آرومش	10.7832
آرومشو	1.5415
آرومشون	1.5415
آرومم	11.2714
آروممو	0.2567
آروممون	0.2567
آرومن	0.6267
آرومه	13.6644
آرومی	46.3294
آرومیه	25.4862
آروی	8.1479
آروین	8.1479
آرپ	9.2654
آرچ	19.6676
آرچر	10.4614
آرچی	5.7489
آرچیب	2.2217
آرچیبا	2.2217
آرچیبال	2.2217
آرچیبالد	2.2217
آرژ	38.6827
آرژا	38.6827
آرژان	38.6827
آرژانت	38.6827
آرژانتی	38.6827
آرژانتین	38.6827
آرژانتینی	2.3578
آرژانتینیه	0.2772
آرک	31.1718
آرکا	15.0385
آرکان	15.0385
آرکانز	15.0385
آرکانزا	15.0385
آرکانزاس	15.0385
آرکه	3.8865
آرکها	3.8865
آرکهام	3.8865
آرگ	11.8588
آرگو	11.8588
آرگوس	5.1979
آرگون	3.8943
آرگونا	0.4113
آرگونات	0.4113
آری	107.8705
آریا	30.0610
آریان	2.8090
آریانا	1.6318
آریای	11.4409
آریایی	11.4409
آرید	0.8671
آریز	21.0580
آریزو	21.0580
آریزون	21.0580
آریزونا	21.0580
آریس	7.0419
آرین	15.7303
آز	2207.0596
آزا	1441.2448
آزاد	1321.0367
آزادا	23.7288
آزادان	23.7288
آزادانه	23.7288
آزادت	12.9609
آزادتر	1.5887
آزادتری	0.6236
آزادترین	0.6236
آزادتو	1.1120
آزادتون	1.1120
آزادر	7.4157
آزادرا	7.4157
آزادراه	7.4157
آزادس	13.5785
آزادسا	13.5785
آزادساز	13.5785
آزادسازی	13.5785
آزادش	27.2660
آزادشد	0.7338
آزادشده	0.7338
آزادشو	5.3141
آزادشون	5.3141
آزادم	23.4752
آزادمو	4.3216
آزادمون	4.3216
آزادن	4.4912
آزادند	1.7771
آزاده	34.3598
آزادک	0.8602
آزادکر	0.4122
آزادکرد	0.4122
آزادکردن	0.4122
آزادکن	0.4480
آزادکنن	0.4480
آزادکنند	0.4480
آزادکننده	0.4480
آزادگ	15.7465
آزادگا	12.5767
آزادگان	12.5767
آزادگی	3.1698
آزادی	477.1207
آزادیب	2.4549
آزادیبخ	2.4549
آزادیبخش	2.4549
آزادیت	6.5193
آزادیتو	1.7507
آزادیتون	1.1053
آزادیخ	7.0773
آزادیخو	7.0773
آزادیخوا	7.0773
آزادیخواه	7.0773
آزادیخواها	3.3042
آزادیخواهان	3.3042
آزادید	3.2966
آزادیش	7.9057
آزادیشه	0.3562
آزادیشو	2.1339
آزادیشون	1.5623
آزادیم	10.0156
آزادیما	0.3816
آزادیمان	0.3816
آزادیمو	2.3523
آزادیمون	1.7922
آزادین	2.0213
آزادیه	7.3112
آزادیها	2.3190
آزادیهای	2.3190
آزار	120.2081
آزارت	5.6741
آزارتو	0.4713
آزارتون	0.4713
آزارد	8.2240
آزارده	8.2240
آزاردهن	8.2240
آزاردهند	8.2240
آزاردهنده	8.2240
آزارش	4.5183
آزارشو	0.6934
آزارشون	0.6934
آزارم	6.4256
آزارمو	0.7994
آزارمون	0.7994
آزارن	0.4089
آزاره	3.5830
آزارها	0.4429
آزاری	9.4073
آزاریه	0.2542
آزب	10.4415
آزبس	1.5810
آزبست	1.5810
آزبو	8.2244
آزبور	8.2244
آزبورن	8.2244
آزبی	0.6361
آزبیو	0.6361
آزبیور	0.6361
آزبیورن	0.6361
آزت	3.3225
آزتک	3.3225
آزر	7.7269
آزرد	7.7269
آزردن	0.4931
آزرده	6.0810
آزردگ	1.1528
آزردگی	1.1528
آزم	733.7846
آزما	584.3806
آزمای	584.3806
آزمایش	584.3806
آزمایشا	39.7394
آزمایشات	35.7871
آزمایشاتت	0.3802
آزمایشاتش	1.9655
آزمایشاتشو	0.6389
آزمایشاتشون	0.3784
آزمایشاتم	0.9168
آزمایشاتمو	0.2566
آزمایشاتمون	0.2566
آزمایشاتو	0.4705
آزمایشاتون	0.4705
آزمایشاتی	3.1023
آزمایشای	1.7010
آزمایشایی	0.4873
آزمایشت	3.5716
آزمایشتو	1.9933
آزمایشتون	1.6411
آزمایشش	10.2850
آزمایششو	1.0144
آزمایششون	1.0144
آزمایشم	2.6577
آزمایشمو	0.5847
آزمایشمون	0.5847
آزمایشه	14.0678
آزمایشها	10.5089
آزمایشهات	0.2611
آزمایشهای	6.6951
آزمایشهایی	0.6604
آزمایشو	1.3332
آزمایشگ	157.9553
آزمایشگا	157.9553
آزمایشگاه	157.9553
آزمایشگاها	0.2605
آزمایشگاهای	0.2605
آزمایشگاهت	2.0573
آزمایشگاهتو	0.4182
آزمایشگاهتون	0.4182
آزمایشگاهش	2.6542
آزمایشگاهشو	0.3385
آزمایشگاهشون	0.3385
آزمایشگاهم	3.5294
آزمایشگاهمو	0.4284
آزمایشگاهمون	0.4284
آزمایشگاهه	2.2282
آزمایشگاهها	0.7100
آزمایشگاههای	0.7100
آزمایشگاهی	26.2092
آزمایشگاهیت	0.4845
آزمایشگاهیم	1.0624
آزمایشگاهیمه	0.4933
آزمایشگاهیه	0.5665
آزمایشی	40.1766
آزمایشیت	0.2841
آزمایشیم	0.3954
آزمایشیه	2.0311
آزمو	149.4041
آزمود	4.9664
آزمودن	1.7873
آزموده	3.1790
آزمون	144.4377
آزمونت	0.7609
آزمونه	1.9408
آزمونها	1.4929
آزمونهای	1.1819
آزمونی	1.7336
آزک	3.1251
آزکا	3.1251
آزکاب	3.1251
آزکابا	3.1251
آزکابان	3.1251
آزگ	1.8410
آزگا	1.8410
آزگار	1.8410
آس	3494.6805
آسا	166.1247
آسام	1.2940
آسان	114.4171
آسانت	3.4703
آسانتر	3.4703
آسانس	63.6537
آسانسو	63.6537
آسانسور	63.6537
آسانسورا	0.4311
آسانسورم	0.9715
آسانسوره	5.1245
آسانسورها	3.0968
آسانسورو	0.6513
آسانسوری	3.6717
آسانژ	1.5641
آسانی	14.2050
آساک	0.6932
آساکو	0.6932
آساکور	0.6932
آساکورا	0.6932
آسای	39.0122
آسایش	34.7136
آسایشگ	15.5122
آسایشگا	15.5122
آسایشگاه	15.5122
آسایشگاهی	0.4839
آسایشی	0.6332
آست	1064.3905
آستا	944.4006
آستار	8.4579
آستارا	8.4579
آستان	935.9428
آستانه	47.5561
آستر	27.2198
آستری	5.0773
آستریا	1.2820
آسترید	3.7953
آستن	3.0999
آسته	1.7129
آستو	48.1152
آستور	9.5898
آستوری	2.5406
آستوریا	2.5406
آستون	38.5254
آستی	39.8420
آستین	39.8420
آستینا	1.1261
آستیناش	0.3311
آستینت	1.7213
آستینش	2.6766
آستینم	1.2931
آستینی	0.3464
آسف	57.5255
آسفا	57.5255
آسفال	57.5255
آسفالت	57.5255
آسفالتش	0.2863
آسفالته	5.1091
آسم	1286.3281
آسما	160.8621
آسمان	160.8621
آسمانخ	0.7876
آسمانخر	0.7876
آسمانخرا	0.7876
آسمانخراش	0.7876
آسمانه	5.7649
آسمانها	4.9344
آسمانهای	0.8872
آسمانی	25.3413
آسمانیه	0.2807
آسمو	84.9260
آسمون	84.9260
آسمونا	3.6403
آسمونام	1.2911
آسمونش	0.3976
آسمونم	0.8728
آسمونه	7.1108
آسمونها	4.7360
آسمونهای	4.0359
آسمونو	1.2323
آسمونی	3.2523
آسمونیه	0.2639
آسمی	51.8749
آسه	2.7653
آسو	232.2390
آسود	18.3214
آسوده	11.4685
آسودگ	6.8529
آسودگی	6.8529
آسودگیه	0.2518
آسوش	0.6714
آسوشی	0.6714
آسوشیت	0.6714
آسوشیتد	0.6714
آسون	211.5380
آسونت	25.3705
آسونتر	25.3705
آسونترش	1.0986
آسونتره	8.0327
آسونتری	1.9551
آسونترین	1.0969
آسونتریه	0.3360
آسونش	2.3533
آسونشه	0.4051
آسونم	0.3057
آسونه	44.5907
آسونی	33.5208
آسونیا	1.4424
آسونیه	5.1091
آسونیها	0.4177
آسوی	0.4039
آسپ	13.0490
آسپر	9.9246
آسپری	9.9246
آسپرین	9.9246
آسپرینه	0.2547
آسپرینی	0.3083
آسپی	3.1244
آسپیر	3.1244
آسپیری	3.1244
آسپیرین	3.1244
آسگ	1.3521
آسگا	1.3521
آسگار	1.3521
آسگارد	1.3521
آسی	662.1936
آسیا	203.3107
آسیاب	26.6310
آسیابا	0.6649
آسیابان	0.6649
آسیای	76.6532
آسیایی	43.6058
آسیاییه	0.6060
آسیب	452.5640
آسیبش	3.4765
آسیبه	4.5814
آسیبها	4.5814
آسیبهای	3.8494
آسیبی	70.2527
آسیبیه	0.2525
آسیز	0.4033
آسیزی	0.4033
آسیم	0.3437
آسیمو	0.3437
آسیموف	0.3437
آسیه	1.5695
آش	1374.5511
آشا	11.9360
آشام	11.9360
آشامی	11.9360
آشامید	11.9360
آشامیدن	11.9360
آشامیدنی	11.2571
آشت	29.1547
آشتو	4.4090
آشتون	4.4090
آشتی	24.7457
آشخ	2.6748
آشخو	2.6748
آشخور	2.6748
آشر	7.0446
آشغ	364.6800
آشغا	364.6800
آشغال	364.6800
آشغالا	32.9939
آشغالات	4.2426
آشغالاتو	3.4300
آشغالار	1.4631
آشغالارو	1.4631
آشغالاش	0.6567
آشغالام	1.5292
آشغالامو	0.3304
آشغالامون	0.3304
آشغالای	7.2288
آشغالایی	2.2162
آشغالاییه	0.3395
آشغالت	3.5675
آشغالتر	0.2592
آشغالتری	0.2592
آشغالترین	0.2592
آشغالتو	0.6695
آشغالتون	0.3324
آشغالد	9.1821
آشغالدو	9.1821
آشغالدون	9.1821
آشغالدونی	9.1821
آشغالدونیه	2.0934
آشغالدونیی	1.2198
آشغالش	1.7367
آشغالشو	0.4371
آشغالشون	0.4371
آشغالم	7.8456
آشغالن	3.8717
آشغالند	0.4454
آشغاله	32.5252
آشغالها	13.4014
آشغالهات	0.2572
آشغالهاتو	0.2572
آشغالهاتون	0.2572
آشغالهای	6.6276
آشغالهایی	1.0217
آشغالو	4.3679
آشغالی	36.4858
آشغالید	0.4533
آشغالیم	0.6004
آشغالین	1.2654
آشغالیه	3.3138
آشف	55.6772
آشفت	54.4484
آشفتش	0.8163
آشفته	36.1404
آشفتگ	17.4918
آشفتگی	17.4918
آشفتگیه	1.0222
آشفو	1.2288
آشفور	1.2288
آشفورد	1.2288
آشن	482.8738
آشنا	482.8738
آشنائ	4.3871
آشنائی	4.3871
آشنائیت	2.1135
